,ads_formula,sub_formula,total_AtomicRadius_mean,total_AtomicVolume_mean,total_AtomicWeight_mean,total_CovalentRadius_mean,total_Density_mean,total_DipolePolarizability_mean,total_ElectronAffinity_mean,total_Electronegativity_mean,total_FirstIonizationEnergy_mean,total_FusionEnthalpy_mean,total_GSenergy_pa_mean,total_GSestBCClatcnt_mean,total_GSestFCClatcnt_mean,total_GSvolume_pa_mean,total_HeatCapacityMolar_mean,total_LogThermalConductivity_mean,total_MendeleevNumber_mean,total_NUnfilled_mean,total_NValence_mean,total_NdUnfilled_mean,total_NdValence_mean,total_NfUnfilled_mean,total_NfValence_mean,total_NpUnfilled_mean,total_NpValence_mean,total_NsUnfilled_mean,total_NsValence_mean,total_Number_mean,total_Polarizability_mean,total_Row_mean,total_SpaceGroupNumber_mean,total_ThermalConductivity_mean,total_ZungerPP-r_sigma_mean,sub_AtomicRadius_mean,sub_AtomicVolume_mean,sub_AtomicWeight_mean,sub_CovalentRadius_mean,sub_Density_mean,sub_DipolePolarizability_mean,sub_ElectronAffinity_mean,sub_Electronegativity_mean,sub_FirstIonizationEnergy_mean,sub_FusionEnthalpy_mean,sub_GSenergy_pa_mean,sub_GSestBCClatcnt_mean,sub_GSestFCClatcnt_mean,sub_GSvolume_pa_mean,sub_HeatCapacityMolar_mean,sub_LogThermalConductivity_mean,sub_MendeleevNumber_mean,sub_NUnfilled_mean,sub_NValence_mean,sub_NdUnfilled_mean,sub_NdValence_mean,sub_NfUnfilled_mean,sub_NfValence_mean,sub_NpUnfilled_mean,sub_NpValence_mean,sub_NsUnfilled_mean,sub_NsValence_mean,sub_Number_mean,sub_Polarizability_mean,sub_Row_mean,sub_SecondIonizationEnergy_mean,sub_SpaceGroupNumber_mean,sub_ThermalConductivity_mean,sub_ZungerPP-r_p_mean,sub_ZungerPP-r_pi_mean,sub_ZungerPP-r_s_mean,sub_ZungerPP-r_sigma_mean,sub_n_ws^third_mean,sub_phi_mean,ads_AtomicRadius_mean,ads_AtomicVolume_mean,ads_AtomicWeight_mean,ads_CovalentRadius_mean,ads_Density_mean,ads_DipolePolarizability_mean,ads_ElectronAffinity_mean,ads_Electronegativity_mean,ads_FirstIonizationEnergy_mean,ads_FusionEnthalpy_mean,ads_GSenergy_pa_mean,ads_GSestBCClatcnt_mean,ads_GSestFCClatcnt_mean,ads_GSvolume_pa_mean,ads_HeatCapacityMolar_mean,ads_LogThermalConductivity_mean,ads_MendeleevNumber_mean,ads_NUnfilled_mean,ads_NValence_mean,ads_NdUnfilled_mean,ads_NdValence_mean,ads_NfUnfilled_mean,ads_NfValence_mean,ads_NpUnfilled_mean,ads_NpValence_mean,ads_NsUnfilled_mean,ads_NsValence_mean,ads_Number_mean,ads_Polarizability_mean,ads_Row_mean,ads_SpaceGroupNumber_mean,ads_ThermalConductivity_mean,ads_ZungerPP-r_sigma_mean,interface_AtomicRadius_mean,interface_AtomicVolume_mean,interface_AtomicWeight_mean,interface_CovalentRadius_mean,interface_Density_mean,interface_DipolePolarizability_mean,interface_ElectronAffinity_mean,interface_Electronegativity_mean,interface_FirstIonizationEnergy_mean,interface_FusionEnthalpy_mean,interface_GSenergy_pa_mean,interface_GSestBCClatcnt_mean,interface_GSestFCClatcnt_mean,interface_GSvolume_pa_mean,interface_HeatCapacityMolar_mean,interface_LogThermalConductivity_mean,interface_MendeleevNumber_mean,interface_NUnfilled_mean,interface_NValence_mean,interface_NdUnfilled_mean,interface_NdValence_mean,interface_NfUnfilled_mean,interface_NfValence_mean,interface_NpUnfilled_mean,interface_NpValence_mean,interface_NsUnfilled_mean,interface_NsValence_mean,interface_Number_mean,interface_Polarizability_mean,interface_Row_mean,interface_SpaceGroupNumber_mean,interface_ThermalConductivity_mean,interface_ZungerPP-r_sigma_mean,interface_ads_AtomicRadius_mean,interface_ads_AtomicVolume_mean,interface_ads_AtomicWeight_mean,interface_ads_CovalentRadius_mean,interface_ads_Density_mean,interface_ads_DipolePolarizability_mean,interface_ads_ElectronAffinity_mean,interface_ads_Electronegativity_mean,interface_ads_FirstIonizationEnergy_mean,interface_ads_FusionEnthalpy_mean,interface_ads_GSenergy_pa_mean,interface_ads_GSestBCClatcnt_mean,interface_ads_GSestFCClatcnt_mean,interface_ads_GSvolume_pa_mean,interface_ads_HeatCapacityMolar_mean,interface_ads_LogThermalConductivity_mean,interface_ads_MendeleevNumber_mean,interface_ads_NUnfilled_mean,interface_ads_NValence_mean,interface_ads_NdUnfilled_mean,interface_ads_NdValence_mean,interface_ads_NfUnfilled_mean,interface_ads_NfValence_mean,interface_ads_NpUnfilled_mean,interface_ads_NpValence_mean,interface_ads_NsUnfilled_mean,interface_ads_NsValence_mean,interface_ads_Number_mean,interface_ads_Polarizability_mean,interface_ads_Row_mean,interface_ads_SpaceGroupNumber_mean,interface_ads_ThermalConductivity_mean,interface_ads_ZungerPP-r_sigma_mean,interface_sub_AtomicRadius_mean,interface_sub_AtomicVolume_mean,interface_sub_AtomicWeight_mean,interface_sub_CovalentRadius_mean,interface_sub_Density_mean,interface_sub_DipolePolarizability_mean,interface_sub_ElectronAffinity_mean,interface_sub_Electronegativity_mean,interface_sub_FirstIonizationEnergy_mean,interface_sub_FusionEnthalpy_mean,interface_sub_GSenergy_pa_mean,interface_sub_GSestBCClatcnt_mean,interface_sub_GSestFCClatcnt_mean,interface_sub_GSvolume_pa_mean,interface_sub_HeatCapacityMolar_mean,interface_sub_LogThermalConductivity_mean,interface_sub_MendeleevNumber_mean,interface_sub_NUnfilled_mean,interface_sub_NValence_mean,interface_sub_NdUnfilled_mean,interface_sub_NdValence_mean,interface_sub_NfUnfilled_mean,interface_sub_NfValence_mean,interface_sub_NpUnfilled_mean,interface_sub_NpValence_mean,interface_sub_NsUnfilled_mean,interface_sub_NsValence_mean,interface_sub_Number_mean,interface_sub_Polarizability_mean,interface_sub_Row_mean,interface_sub_SecondIonizationEnergy_mean,interface_sub_SpaceGroupNumber_mean,interface_sub_ThermalConductivity_mean,interface_sub_ZungerPP-r_p_mean,interface_sub_ZungerPP-r_pi_mean,interface_sub_ZungerPP-r_s_mean,interface_sub_ZungerPP-r_sigma_mean,interface_sub_n_ws^third_mean,interface_sub_phi_mean,interface_ads_VdWRadius_mean,delta,misfit,vdw_height,vdw_width,bandgap,workfunction,charge,dipole,vdwgap_class,0.05,0.07,0.15,0.2
1382,Bi2STe2,Sc,1.535483871,27.65449071,75.95244361,158.8387097,4215.645161,13.00645161,61.47419355,1.619354839,7.215861613,13.33825806,-5.440328902,3.691923082,4.651531606,25.46329301,25.36516129,0.949382978,35.83870968,6.870967742,8.225806452,6.096774194,3.258064516,0,1.806451613,0.774193548,1.161290323,0,2,32.67741935,13.00645161,4.322580645,157.0967742,12.27129032,2.407032258,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.4,33.20936828,141.04516,135.4,6800,2.94,152.56,2.164,8.590042,11.7386,-3.665442106,4.004926109,5.045890708,32.24270833,25.04,0.414435269,88,2.4,19.2,0,8,0,5.6,2.4,3.6,0,2,57.2,2.94,5,79.6,4.441,1.6868,1.5,29.48299982,86.277956,154,4612.5,11.65,104.15,1.73,7.785545,15.74,-4.713407798,3.827424529,4.822252732,28.49916667,25.625,0.840620619,50.5,5.5,9.5,4.5,5.5,0,0,1,2,0,2,36.5,11.65,4.5,173,9.5,2.21,1.4,33.95668872,127.6,138,6240,5.5,190.2,2.1,9.0096,17.38,-3.141302507,4.111975037,5.180763906,34.76333333,25.73,0.477121255,90,2,16,0,10,0,0,2,4,0,2,52,5.5,5,152,3,1.67,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,2.06,2.038988263,0.012223542,0,0,0.9277,3.341453901,3.435113,7.004155089,0,0,0,0,0
1383,Sc2Br6,Sc,1.515625,28.29403237,51.5086785,160.625,3010.3125,15.034375,75.56875,1.66,7.546298125,12.4471875,-5.403796636,3.608356975,4.546244909,23.5934375,34.926875,0.80569397,26.75,7.5,5.625,7.3125,2.6875,0,0,0.1875,0.9375,0,2,23.625,15.034375,4,169.625,13.0225,2.459375,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.2625,38.14819672,71.166978,132.5,3086.25,6.7375,247.975,2.56,10.5007225,7.48875,-2.758647276,3.804805838,4.793754966,27.66875,63.1475,-0.38958407,74,3,13.5,2.25,7.75,0,0,0.75,3.75,0,2,31.5,6.7375,4,96.5,4.09,1.5875,1.375,33.76856812,62.429956,145,3052.5,10.425,171.35,2.16,9.187645,9.6925,-3.934269214,3.717495233,4.683750497,25.8575,50.605,0.141650615,53,5,10,4.5,5.5,0,0,0.5,2.5,0,2,28,10.425,4,129,8.06,1.975,1.15,42.52782532,79.904,120,3120,3.05,324.6,2.96,11.8138,5.285,-1.583025338,3.892116444,4.903759436,29.48,75.69,-0.920818754,95,1,17,0,10,0,0,1,5,0,2,35,3.05,4,64,0.12,1.2,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.85,2.329167721,0.014069499,0,0,3.1506,3.341453901,1.245421,2.900794392,0,0,0,0,0
1384,Sc2Cl6,Sc,1.4875,3454.852635,43.174116,157.25,2425.915125,14.87125,80.14375,1.6975,7.76264125,12.05625,-5.441560715,3.564681625,4.491217416,22.65921875,27.1004375,0.593858113,26.5625,7.5,3.75,7.3125,0.8125,0,0,0.1875,0.9375,0,2,20.25,14.87125,3.8125,169.625,13.00166875,2.42375,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.15,13744.38261,37.828728,119,748.6605,6.085,266.275,2.71,11.366095,5.925,-2.909703589,3.630104435,4.573644991,23.931875,31.84175,-1.236927499,73.25,3,6,2.25,0.25,0,0,0.75,3.75,0,2,18,6.085,3.25,96.5,4.006675,1.445,1.3,9171.258174,40.204456,136,1494.107,9.99,183.55,2.26,9.76456,8.65,-4.034973423,3.601027631,4.537010513,23.36625,29.7345,-0.423245005,52.5,5,5,4.5,0.5,0,0,0.5,2.5,0,2,19,9.99,3.5,129,8.00445,1.88,1,18317.50704,35.453,102,3.214,2.18,349,3.16,12.96763,3.2,-1.784433755,3.65918124,4.610279469,24.4975,33.949,-2.050609993,94,1,7,0,0,0,0,1,5,0,2,17,2.18,3,64,0.0089,1.01,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.75,2.094362601,0.011635301,0,0,3.9169,3.341453901,1.357734,2.843587312,0,0,0,0,0
1385,Sc2I6,Sc,1.564705882,28.12393678,59.41742224,164.5294118,3330,15.54558824,67,1.589411765,7.24792,12.98117647,-5.441964148,3.696693575,4.657542051,25.90205882,30.62176471,0.930259929,26,7.588235294,5.470588235,7.411764706,2.588235294,0,0,0.176470588,0.882352941,0,2,26.64705882,15.54558824,4.176470588,171.0588235,13.25570588,2.544411765,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.45,38.24647083,106.4173305,146.75,4451.25,8.21875,225.925,2.335,9.4788175,9.345,-2.700430086,4.196607125,5.287393655,37.82,47.2025,0.040214751,74.75,3,13.5,2.25,7.75,0,0,0.75,3.75,0,2,45,8.21875,4.75,96.5,4.33675,1.87625,1.5,33.83408419,85.930191,154.5,3962.5,11.4125,156.65,2.01,8.506375,10.93,-3.895457754,3.97869609,5.012842956,32.625,39.975,0.428183162,53.5,5,10,4.5,5.5,0,0,0.5,2.5,0,2,37,11.4125,4.5,129,8.2245,2.1675,1.4,42.65885747,126.90447,139,4940,5.025,295.2,2.66,10.45126,7.76,-1.505402418,4.414518159,5.561944354,43.015,54.43,-0.347753659,96,1,17,0,10,0,0,1,5,0,2,53,5.025,5,64,0.449,1.585,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.98,2.321293646,0.030890542,0,0,2.2421,3.341453901,3.90174,9.05708427,0,0,0,0,0
1386,As2SeTe2,Sc,1.465384615,26.04958468,64.896192,153.3846154,4048.692308,12.75307692,67.4,1.691538462,7.680054615,15.62538462,-5.333790759,3.644230003,4.591442092,24.43666667,25.40484615,1.053934287,40.38461538,6.461538462,7.846153846,5.538461538,4.461538462,0,0,0.923076923,1.384615385,0,2,28.61538462,12.75307692,4.153846154,169.3846154,18.04,2.265769231,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.25,27.71402271,96.80064,126.8,5750.6,4.678,146.28,2.222,9.469758,18.066,-3.811035031,3.806399575,4.795762949,27.95933333,25.2206,0.813637172,87.4,2.4,15.6,0,10,0,0,2.4,3.6,0,2,40.8,4.678,4.4,130,21.304,1.491,1.5,29.48299982,86.277956,154,4612.5,11.65,104.15,1.73,7.785545,15.74,-4.713407798,3.827424529,4.822252732,28.49916667,25.625,0.840620619,50.5,5.5,9.5,4.5,5.5,0,0,1,2,0,2,36.5,11.65,4.5,173,9.5,2.21,1.4,33.95668872,127.6,138,6240,5.5,190.2,2.1,9.0096,17.38,-3.141302507,4.111975037,5.180763906,34.76333333,25.73,0.477121255,90,2,16,0,10,0,0,2,4,0,2,52,5.5,5,152,3,1.67,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,2.06,2.263317966,0.019413321,0,0,0.7445,3.341453901,1.730856,3.917477481,0,0,0,0,0
1387,Bi2SeTe2,Sc,1.54516129,27.65721709,78.97792748,159.8064516,4400.096774,13.06258065,61.1516129,1.617419355,7.176660323,13.65883871,-5.399914398,3.692335627,4.65205138,25.47188172,25.53696774,0.97546359,35.90322581,6.870967742,8.870967742,6.096774194,3.903225806,0,1.806451613,0.774193548,1.161290323,0,2,33.83870968,13.06258065,4.387096774,153.483871,12.2916129,2.418967742,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.43,33.21782005,150.42416,138.4,7371.8,3.114,151.56,2.158,8.468518,12.7324,-3.540157145,4.006205,5.047502009,32.26933333,25.5726,0.495285166,88.2,2.4,21.2,0,10,0,5.6,2.4,3.6,0,2,60.8,3.114,5.2,68.4,4.504,1.7238,1.5,29.48299982,86.277956,154,4612.5,11.65,104.15,1.73,7.785545,15.74,-4.713407798,3.827424529,4.822252732,28.49916667,25.625,0.840620619,50.5,5.5,9.5,4.5,5.5,0,0,1,2,0,2,36.5,11.65,4.5,173,9.5,2.21,1.4,33.95668872,127.6,138,6240,5.5,190.2,2.1,9.0096,17.38,-3.141302507,4.111975037,5.180763906,34.76333333,25.73,0.477121255,90,2,16,0,10,0,0,2,4,0,2,52,5.5,5,152,3,1.67,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,2.06,1.840705746,0.005915086,0,0,0.8575,3.341453901,3.328704,6.127164579,0,0,0,0,0
1388,Sb2SeTe2,Sc,1.511538462,27.35227049,72.10209969,156.4615385,4197.923077,13.10538462,71.27692308,1.671538462,7.498483846,14.91,-5.251709717,3.712214249,4.677096874,25.88051282,25.49561538,1.004894477,40.53846154,6.461538462,7.846153846,5.538461538,4.461538462,0,0,0.923076923,1.384615385,0,2,31.38461538,13.10538462,4.307692308,169.3846154,14.04,2.319615385,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.37,31.10100579,115.536,134.8,6138.6,5.594,156.36,2.17,8.997674,16.206,-3.597624321,3.983158613,5.018465381,31.71333333,25.4566,0.686133668,87.8,2.4,15.6,0,10,0,0,2.4,3.6,0,2,48,5.594,4.8,130,10.904,1.631,1.5,29.48299982,86.277956,154,4612.5,11.65,104.15,1.73,7.785545,15.74,-4.713407798,3.827424529,4.822252732,28.49916667,25.625,0.840620619,50.5,5.5,9.5,4.5,5.5,0,0,1,2,0,2,36.5,11.65,4.5,173,9.5,2.21,1.4,33.95668872,127.6,138,6240,5.5,190.2,2.1,9.0096,17.38,-3.141302507,4.111975037,5.180763906,34.76333333,25.73,0.477121255,90,2,16,0,10,0,0,2,4,0,2,52,5.5,5,152,3,1.67,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,2.06,2.110122382,0.049623427,0,0,0.628,3.341453901,2.263026,4.775261814,0,0,0,0,0
1389,Bi2SnSe4,Sc,1.47,27.12289395,80.81053973,151.6666667,4668.4,11.02266667,80.96666667,1.805333333,7.561093333,11.26146667,-5.071713883,3.692596312,4.652379822,25.383,25.57613333,0.808615201,46.4,6,10.66666667,4.8,5.2,0,1.866666667,1.2,1.6,0,2,34.66666667,11.02266667,4.333333333,118.2,14.20533333,2.200933333,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.321428571,29.53841742,121.7872571,130.7142857,6592.285714,3.277142857,152.8142857,2.314285714,8.703497143,8.017428571,-3.68451479,3.863707501,4.867966411,28.98071429,25.64028571,0.356609736,86.85714286,2.571428571,19.42857143,0,10,0,4,2.571428571,3.428571429,0,2,50.28571429,3.277142857,4.714285714,31.57142857,12.15428571,1.573428571,1.375,26.10905777,61.957956,145,3902,10.785,106.55,1.955,8.15694,10.395,-4.8781525,3.635776514,4.580791363,24.0775,25.4415,0.460061664,50,5.5,9.5,4.5,5.5,0,0,1,2,0,2,27.5,10.785,4,104,8.26,2.0175,1.15,27.20880463,78.96,120,4819,3.77,195,2.55,9.75239,6.69,-3.47079191,3.728679007,4.697841169,25.92,25.363,-0.283996656,89,2,16,0,10,0,0,2,4,0,2,34,3.77,4,14,0.52,1.285,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.9,1.872947874,0.046921902,0,0,0.6424,3.341453901,2.627795,4.92172306,0,0,0,0,0
1390,SnI2,Sc,1.559259259,27.76905666,62.55970489,163.1111111,3595,15.11185185,65.75925926,1.597037037,7.19571,12.64592593,-5.405165879,3.709781785,4.674032162,26.13203704,29.91185185,1.020283504,28.7037037,7.444444444,5.888888889,7,3,0,0,0.444444444,0.888888889,0,2,27.88888889,15.11185185,4.222222222,170.8148148,17.47392593,2.512962963,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.416666667,37.42816673,124.17298,139,5730,5.703333333,232.5666667,2.426666667,9.41548,7.556666667,-2.323950642,4.29395896,5.410049281,39.77166667,45.28333333,0.376855828,90.66666667,2,16,0,10,0,0,2,4,0,2,52,5.703333333,5,89.66666667,22.63266667,1.683333333,1.5,33.83408419,85.930191,154.5,3962.5,11.4125,156.65,2.01,8.506375,10.93,-3.895457754,3.97869609,5.012842956,32.625,39.975,0.428183162,53.5,5,10,4.5,5.5,0,0,0.5,2.5,0,2,37,11.4125,4.5,129,8.2245,2.1675,1.4,42.65885747,126.90447,139,4940,5.025,295.2,2.66,10.45126,7.76,-1.505402418,4.414518159,5.561944354,43.015,54.43,-0.347753659,96,1,17,0,10,0,0,1,5,0,2,53,5.025,5,64,0.449,1.585,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.98,2.197917257,0.020613802,0,0,2.0393,3.341453901,2.834429,6.229840411,0,0,0,0,0
1391,SnS2,Sc,1.477272727,25.57948765,49.31702691,155.3636364,3191.818182,14.11454545,59.28181818,1.636363636,7.32326,11.21745455,-5.676325932,3.621854713,4.563250993,23.88534091,25.14090909,0.916594763,31.27272727,7.272727273,4.545454545,6.545454545,1.636363636,0,0,0.727272727,0.909090909,0,2,22.72727273,14.11454545,3.909090909,166.6363636,17.76454545,2.370909091,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.15,27.09995895,60.94666667,116.3333333,3743.333333,4.286666667,169.1,2.373333333,9.354646667,3.530666667,-4.051826843,3.832469891,4.828609488,28.28625,24.13,0.149860842,85.33333333,2.666666667,8.666666667,0,3.333333333,0,0,2.666666667,3.333333333,0,2,27.33333333,4.286666667,3.666666667,93.66666667,22.47,1.36,1.3,26.08792836,38.510456,137.5,2472.5,10.35,109.05,1.97,8.46075,7.9105,-5.191364904,3.632579288,4.576763111,24.0109375,24.11,0.257936922,49.5,5.5,4.5,4.5,0.5,0,0,1,2,0,2,18.5,10.35,3.5,132,8.1025,1.925,1,27.16654579,32.065,105,1960,2.9,200,2.58,10.36001,1.721,-4.097216719,3.722284555,4.689784664,25.786875,22.7,-0.688246139,88,2,6,0,0,0,0,2,4,0,2,16,2.9,3,70,0.205,1.1,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.8,1.06316535,0.017777023,0,0,1.5718,3.341453901,3.670259,3.902092194,0,0,0,0,0
1392,SnSb2Se4,Sc,1.45,26.4172892,69.18115307,150.4666667,4257.333333,11.84933333,82.56666667,1.809333333,7.737478667,12.41933333,-5.090869609,3.684914183,4.642700946,25.19766667,25.53746667,0.872231368,46.26666667,6,8.8,4.8,5.2,0,0,1.2,1.6,0,2,30.4,11.84933333,4.2,138.7333333,16.33866667,2.17,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.278571429,28.02640724,96.86714286,128.1428571,5711.428571,5.048571429,156.2428571,2.322857143,9.081465714,10.49857143,-3.725562773,3.847245796,4.847225962,28.58357143,25.55742857,0.492930095,86.57142857,2.571428571,15.42857143,0,10,0,0,2.571428571,3.428571429,0,2,41.14285714,5.048571429,4.428571429,75.57142857,16.72571429,1.507142857,1.375,26.10905777,61.957956,145,3902,10.785,106.55,1.955,8.15694,10.395,-4.8781525,3.635776514,4.580791363,24.0775,25.4415,0.460061664,50,5.5,9.5,4.5,5.5,0,0,1,2,0,2,27.5,10.785,4,104,8.26,2.0175,1.15,27.20880463,78.96,120,4819,3.77,195,2.55,9.75239,6.69,-3.47079191,3.728679007,4.697841169,25.92,25.363,-0.283996656,89,2,16,0,10,0,0,2,4,0,2,34,3.77,4,14,0.52,1.285,1.6,25.00931092,44.955912,170,2985,17.8,18.1,1.36,6.56149,14.1,-6.28551309,3.542874021,4.463741557,22.235,25.52,1.204119983,11,9,3,9,1,0,0,0,0,0,2,21,17.8,4,12.79977,194,16,1.53,0.31,1.22,2.75,1.27,3.25,1.9,1.836621246,0.03635095,0,0,0.4515,3.341453901,2.763958,5.076343987,0,0,0,0,0
