s_id,ads_formula,sub_formula,ads_AllenElectronegativity_mean,ads_AtomicRadius_mean,ads_AtomicVolume_mean,ads_AtomicWeight_mean,ads_CovalentRadius_mean,ads_DipolePolarizability_mean,ads_ElectronAffinity_mean,ads_Electronegativity_mean,ads_FirstIonizationEnergy_mean,ads_GSvolume_pa_mean,ads_MendeleevNumber_mean,ads_MiracleRadius_mean,ads_MolarVolume_mean,ads_NUnfilled_mean,ads_NValence_mean,ads_NdUnfilled_mean,ads_NdValence_mean,ads_NfUnfilled_mean,ads_NfValence_mean,ads_NpUnfilled_mean,ads_NpValence_mean,ads_NsUnfilled_mean,ads_NsValence_mean,ads_Polarizability_mean,ads_VdWRadius_mean,ads_ZungerPP-r_d_mean,ads_ZungerPP-r_p_mean,interface_ads_AllenElectronegativity_mean,interface_ads_AtomicRadius_mean,interface_ads_AtomicVolume_mean,interface_ads_AtomicWeight_mean,interface_ads_CovalentRadius_mean,interface_ads_DipolePolarizability_mean,interface_ads_ElectronAffinity_mean,interface_ads_Electronegativity_mean,interface_ads_FirstIonizationEnergy_mean,interface_ads_GSvolume_pa_mean,interface_ads_MendeleevNumber_mean,interface_ads_MiracleRadius_mean,interface_ads_MolarVolume_mean,interface_ads_NUnfilled_mean,interface_ads_NValence_mean,interface_ads_NdUnfilled_mean,interface_ads_NdValence_mean,interface_ads_NfUnfilled_mean,interface_ads_NfValence_mean,interface_ads_NpUnfilled_mean,interface_ads_NpValence_mean,interface_ads_NsUnfilled_mean,interface_ads_NsValence_mean,interface_ads_Polarizability_mean,interface_ads_VdWRadius_mean,interface_ads_ZungerPP-r_d_mean,interface_ads_ZungerPP-r_p_mean,sub_AllenElectronegativity_mean,sub_AtomicRadius_mean,sub_AtomicVolume_mean,sub_AtomicWeight_mean,sub_CovalentRadius_mean,sub_DipolePolarizability_mean,sub_ElectronAffinity_mean,sub_Electronegativity_mean,sub_FirstIonizationEnergy_mean,sub_GSvolume_pa_mean,sub_MendeleevNumber_mean,sub_MiracleRadius_mean,sub_MolarVolume_mean,sub_NUnfilled_mean,sub_NValence_mean,sub_NdUnfilled_mean,sub_NdValence_mean,sub_NfUnfilled_mean,sub_NfValence_mean,sub_NpUnfilled_mean,sub_NpValence_mean,sub_NsUnfilled_mean,sub_NsValence_mean,sub_Polarizability_mean,sub_VdWRadius_mean,sub_ZungerPP-r_d_mean,sub_ZungerPP-r_p_mean,interface_sub_AllenElectronegativity_mean,interface_sub_AtomicRadius_mean,interface_sub_AtomicVolume_mean,interface_sub_AtomicWeight_mean,interface_sub_CovalentRadius_mean,interface_sub_DipolePolarizability_mean,interface_sub_ElectronAffinity_mean,interface_sub_Electronegativity_mean,interface_sub_FirstIonizationEnergy_mean,interface_sub_GSvolume_pa_mean,interface_sub_MendeleevNumber_mean,interface_sub_MiracleRadius_mean,interface_sub_MolarVolume_mean,interface_sub_NUnfilled_mean,interface_sub_NValence_mean,interface_sub_NdUnfilled_mean,interface_sub_NdValence_mean,interface_sub_NfUnfilled_mean,interface_sub_NfValence_mean,interface_sub_NpUnfilled_mean,interface_sub_NpValence_mean,interface_sub_NsUnfilled_mean,interface_sub_NsValence_mean,interface_sub_Polarizability_mean,interface_sub_VdWRadius_mean,interface_sub_ZungerPP-r_d_mean,interface_sub_ZungerPP-r_p_mean,uninterface_sub_AllenElectronegativity_mean,uninterface_sub_AtomicRadius_mean,uninterface_sub_AtomicVolume_mean,uninterface_sub_AtomicWeight_mean,uninterface_sub_CovalentRadius_mean,uninterface_sub_DipolePolarizability_mean,uninterface_sub_ElectronAffinity_mean,uninterface_sub_Electronegativity_mean,uninterface_sub_FirstIonizationEnergy_mean,uninterface_sub_GSvolume_pa_mean,uninterface_sub_MendeleevNumber_mean,uninterface_sub_MiracleRadius_mean,uninterface_sub_MolarVolume_mean,uninterface_sub_NUnfilled_mean,uninterface_sub_NValence_mean,uninterface_sub_NdUnfilled_mean,uninterface_sub_NdValence_mean,uninterface_sub_NfUnfilled_mean,uninterface_sub_NfValence_mean,uninterface_sub_NpUnfilled_mean,uninterface_sub_NpValence_mean,uninterface_sub_NsUnfilled_mean,uninterface_sub_NsValence_mean,uninterface_sub_Polarizability_mean,uninterface_sub_VdWRadius_mean,uninterface_sub_ZungerPP-r_d_mean,uninterface_sub_ZungerPP-r_p_mean,,delta,misfit,vdw_height,vdw_width,bandgap,workfunction,charge,dipole,SBH_n,SBH_p,if_id,Note,spg,gap_pbe,gap_hse,ea_pbe,ea_hse,ip_pbe,ip_hse,ads_MetalUnpair,ads_NonMetalUnpair,ads_MetalMendeleev,ads_NonMetalMendeleev,interface_sub_Unpair,uninterface_sub_Unpair
c2db-6487,Co2I6,Cu,2.22925,1.3875,34.74310827,109.9116513,135.75,5.64375,237.325,2.465,9.8086975,34.8225,86.5,,20.9575,1.5,15,0.75,9.25,0,0,0.75,3.75,0,2,5.64375,,0.28875,0.8975,2.359,1.4,42.65885747,126.90447,139,5.025,295.2,2.66,10.45126,43.015,96,,25.72,1,17,0,10,0,0,1,5,0,2,5.025,1.98,0.315,0.83,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,2.414038058,0.002231318,1.088522887,0.546349888,0.9518,4.795745402,0.282639,0.682301303,-0.15,0.75,if_776,1,P-31m,0.526260476,1.876499242,4.610741363,4.163985627,5.137001839,6.040484869,3,1,58,96,1,1
c2db-6725,CoLiP2Se6,Cu,2.1802,1.17,25.22209902,60.1581719,118.8,6.1715,143.73,2.254,9.2760449,22.74988095,75.9,118.9,15.225,2.2,11.6,0.3,6.7,0,0,1.8,3,0.1,1.9,6.1715,,,0.7025,2.253,1,28.21412182,30.973762,107,3.63,72,2.19,10.48669,22.5702381,83,102,17.02,3,5,0,0,0,0,3,3,0,2,3.63,1.8,,0.64,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,1.884699455,0.042649426,0.006431016,0.027309324,0.939,4.795745402,0.641843,1.209681152,0.65,0.7,if_778,0,P312,0.832531537,2.003765085,4.663601522,4.359629664,5.496133059,6.363394749,2,2.25,29.5,87.5,1,1
c2db-7070,CrS2,Cu,2.276,1.133333333,22.14200969,38.7087,116.3333333,5.8,154.7666667,2.273333333,9.162176667,20.92125,75,112,12.76333333,3.333333333,6,1.666666667,1.666666667,0,0,1.333333333,2.666666667,0.333333333,1.666666667,5.8,,,0.83,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,,0.56,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,2.220399985,0.015225881,0.497312949,0.348977719,0.9367,4.795745402,0.384889,0.85460753,0.22,0.96,if_779,1,P-6m2,0.877437331,1.35078273,4.964277975,4.410554889,5.841715305,5.761337619,6,2,49,88,1,1
c2db-7314,Cu2I2,Cu,2.1045,1.375,27.2443997,95.225235,135.5,5.5875,206.8,2.28,9.08882,27.0425,80,,16.415,1,14,0,10,0,0,0.5,2.5,0.5,1.5,5.5875,1.69,0.25,0.995,2.359,1.4,42.65885747,126.90447,139,5.025,295.2,2.66,10.45126,43.015,96,,25.72,1,17,0,10,0,0,1,5,0,2,5.025,1.98,0.315,0.83,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,2.878125893,0.032513986,2.586486808,1.130867869,2.0614,4.795745402,0.029903,0.086064599,0.42,1.21,if_781,1,P-3m1,1.786890781,3.359049485,2.752691093,2.433731202,4.539581873,5.792780687,1,1,64,96,1,1
c2db-7624,CuInP2S6,Cu,2.3546,1.09,25.73401185,43.2701524,111.8,4.046,149.13,2.354,9.664618,23.51917262,83.3,110.3,15.009,2.4,7,0,2,0,0,2.3,3.1,0.1,1.9,4.046,1.773,,0.691,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,,0.56,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,1.898219694,0.046817637,0,0,1.6012,4.795745402,0.786059,1.492112674,1.11,0.38,if_782,1,P3,1.545629466,2.827555453,4.497085166,4.192181569,6.042714633,7.019737022,1,2.25,69.5,86.75,1,1
c2db-7730,CuP2SbSe6,Cu,2.2884,1.17,26.17024368,72.1013524,120.5,4.263,153.56,2.363,9.582249,24.32904762,84.9,119.3,15.786,2.2,13.2,0,8,0,0,2.1,3.3,0.1,1.9,4.263,1.846,,0.7395,2.253,1,28.21412182,30.973762,107,3.63,72,2.19,10.48669,22.5702381,83,102,17.02,3,5,0,0,0,0,3,3,0,2,3.63,1.8,,0.64,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,1.845922249,0.011524437,0,0,1.1125,4.795745402,0.681397,1.257805882,0.71,0.08,if_784,0,P3,1.049308898,1.912282199,4.381468158,4.093135243,5.430777055,6.005417443,2.33,2.14,76.67,88.43,1,1
c2db-8094,Pt2F2,Cu,,0.925,9308.484515,107.0412016,96.5,3.5285,266.65,3.13,13.1908,12.36375,78,,10.145,1.5,15.5,0.5,4.5,0,7,0.5,2.5,0.5,1.5,3.5285,1.61,,0.8075,4.193,0.5,18601.60857,18.9984032,57,0.557,328,3.98,17.4228,9.7075,93,,11.2,1,7,0,0,0,0,1,5,0,2,0.557,1.47,,0.155,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,2.018674043,0.005380571,2.451711405,0.772971448,1.2704,4.795745402,0.851316,1.718529511,-0.2,1.2,if_786,1,P-3m1,0.8112962,2.165004621,5.703143875,5.618757577,6.514440075,7.783762198,2,1,63,93,1,1
c2db-8113,Rh2F2Se2,Cu,2.725666667,1,6214.180961,66.9546344,106.3333333,4.309,210.9,2.936666667,11.54469667,16.4225,80.33333333,,11.96666667,2,10.66666667,0.666666667,6,0,0,1,3,0.333333333,1.666666667,4.309,,,0.745,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,2.280952084,0.009155951,0.874729749,0.491346331,1.4566,4.795745402,0.311722,0.711022946,0.3,1.1,if_787,1,P3m1,1.355435809,2.458188166,5.054821496,4.935132202,6.410257305,7.393320368,3,1.5,59,91,1,1
c2db-8687,Ga2F6,Cu,3.58375,0.7,13956.10905,31.6795524,73.25,2.44775,253.225,3.4375,14.56692525,11.995,88.25,,11.35,2,8.5,0,2.5,0,0,2,4,0,2,2.44775,1.57,,0.35,4.193,0.5,18601.60857,18.9984032,57,0.557,328,3.98,17.4228,9.7075,93,,11.2,1,7,0,0,0,0,1,5,0,2,0.557,1.47,,0.155,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,2.811079403,0.009165913,3.905067832,1.507638347,5.842,4.795745402,0.146518,0.411873732,0.88,5.71,if_788,1,P-31m,5.82664982,8.149127637,4.77211038,4.353070015,10.5987602,12.50219765,1,1,74,93,1,1
c2db-8690,Ga2Ge2Se2,Cu,2.058,1.233333333,23.16009816,73.77433333,120.6666667,5.91,114.3,2.123333333,7.883707,22.59416667,80.66666667,122,13.95,3.666666667,14.33333333,0,10,0,0,3.666666667,2.333333333,0,2,5.91,1.96,0.16,0.815,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,2.178748139,0.004028822,1.074448606,0.534935478,0.4802,4.795745402,0.212807,0.463652855,-0.41,0.7,if_789,1,P-3m1,0.389596717,0.921387321,4.580475973,4.368375696,4.97007269,5.289763017,1.5,2,76.5,89,1,1
c2db-8762,Ga2S2,Cu,2.1725,1.15,23.38852964,50.894,113.5,5.51,114.45,2.195,8.1796555,22.3221875,81,118.5,13.665,3.5,9.5,0,5,0,0,3.5,2.5,0,2,5.51,1.835,,0.7475,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,,0.56,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,2.249332844,0.034997906,1.45875956,0.657276294,2.2429,4.795745402,0.315985,0.710755439,-0.9,2.6,if_793,1,P-3m1,2.179815807,3.04502583,4.052135529,3.71577977,6.231951336,6.7608056,1,2,74,88,1,1
c2db-8777,Ga2Se2,Cu,2.09,1.225,23.40965905,74.3415,121,5.945,111.95,2.18,7.8758455,22.38875,81.5,126,14.11,3.5,14.5,0,10,0,0,3.5,2.5,0,2,5.945,1.885,0.16,0.8025,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,2.190841117,0.0110309,1.14513332,0.556213368,1.7892,4.795745402,0.226739,0.496749124,-0.67,2.3,if_795,1,P-6m2,1.764606828,2.505689383,4.031764023,3.758399947,5.796370851,6.26408933,1,2,74,89,1,1
c2db-8779,Ga2Se2,Cu,2.09,1.225,23.40965905,74.3415,121,5.945,111.95,2.18,7.8758455,22.38875,81.5,126,14.11,3.5,14.5,0,10,0,0,3.5,2.5,0,2,5.945,1.885,0.16,0.8025,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,2.195442577,0.009308472,1.169595335,0.562843989,1.6414,4.795745402,0.221091,0.485392595,-0.7,2.3,if_796,1,P-3m1,1.643848945,2.370815132,4.132935853,3.872172412,5.776784798,6.242987544,1,2,74,89,1,1
c2db-8799,Ga2Te2,Cu,1.957,1.35,26.7836011,98.6615,130,6.81,109.55,1.955,7.5044505,26.81041667,82,137,16.13,3.5,14.5,0,10,0,0,3.5,2.5,0,2,6.81,1.965,0.2475,0.9075,2.158,1.4,33.95668872,127.6,138,5.5,190.2,2.1,9.0096,34.76333333,90,140,20.46,2,16,0,10,0,0,2,4,0,2,5.5,2.06,0.325,0.88,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,2.56318456,0.033954458,1.87854382,0.812585544,1.4192,4.795745402,0.009785,0.025080761,-0.74,1.78,if_799,1,P-6m2,1.296655621,1.86153536,3.871890204,3.669769645,5.168545825,5.531305005,1,2,74,90,1,1
c2db-9036,In2Ge2S6,Cu,2.2834,1.16,26.04865439,56.7306,115.4,4.838,149.58,2.306,8.953164,24.925125,83.6,115.6,15.196,3,9,0,4,0,0,3,3,0,2,4.838,1.888,,0.726,1.994,1.25,22.66097638,72.64,120,5.84,119,2.01,7.89943,23.005,79,114,13.63,4,14,0,10,0,0,4,2,0,2,5.84,2.11,0.16,0.84,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,1.857879304,0.029481702,0,0,1.6533,4.795745402,0.759672,1.411378887,0.2,1.38,if_801,1,P-31m,1.640718566,2.428683396,4.722566649,4.462292363,6.363285215,6.890975759,1.5,2,77,88,1,1
c2db-9038,In2Ge2Se6,Cu,2.1844,1.25,26.07400968,84.8676,124.4,5.36,146.58,2.288,8.588592,25.005,84.2,124.6,15.73,3,15,0,10,0,0,3,3,0,2,5.36,1.948,0.194,0.792,1.994,1.25,22.66097638,72.64,120,5.84,119,2.01,7.89943,23.005,79,114,13.63,4,14,0,10,0,0,4,2,0,2,5.84,2.11,0.16,0.84,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,1.963375914,0.0050131,0,0,1.2817,4.795745402,0.546781,1.073536646,0.38,0.9,if_803,1,P-31m,1.202000839,1.8792541,4.692899194,4.511236908,5.894900033,6.390491008,1.5,2,77,89,1,1
c2db-9575,H2Si2,Cu,2.108,0.675,9319.034159,14.54672,71,3.0983965,103.2,2.05,10.8750615,13.5275,85,,11.74,2.5,2.5,0,0,0,0,2,1,0.5,1.5,3.0983965,1.65,,,2.3,0.25,18618.05194,1.00794,31,0.666793,72.8,2.2,13.598443,6.615,92,,11.42,1,1,0,0,0,0,0,0,1,1,0.666793,1.2,,,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,1.201985286,0.001682495,1.4576364,0.996659723,2.1879,4.795745402,0.22631,0.27202129,0.8,1.5,if_807,1,P-3m1,2.171198904,2.861555211,3.009284183,2.712177025,5.180483087,5.573732236,-1,-1,-1,-1,1,1
c2db-9823,HfS2,Cu,2.592666667,1.183333333,25.53393426,80.87333333,128.3333333,7.333333333,133.3333333,2.153333333,9.181696667,24.59125,73.66666667,121.3333333,14.83333333,4,10,2.666666667,0.666666667,0,4.666666667,1.333333333,2.666666667,0,2,7.333333333,,,0.91,2.589,1,27.16654579,32.065,105,2.9,200,2.58,10.36001,25.786875,88,103,15.53,2,6,0,0,0,0,2,4,0,2,2.9,1.8,,0.56,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,1.965280342,0.034267222,0.083153419,0.111453699,1.3126,4.795745402,0.437649,0.860102976,-0.05,2.1,if_810,1,P-3m1,1.2211274,2.148017609,5.115154785,4.742600868,6.336282185,6.890618477,2,2,45,88,1,1
c2db-9833,HfSe2,Cu,2.482666667,1.283333333,25.56210682,112.1366667,138.3333333,7.913333333,130,2.133333333,8.776616667,24.68,74.33333333,131.3333333,15.42666667,4,16.66666667,2.666666667,7.333333333,0,4.666666667,1.333333333,2.666666667,0,2,7.913333333,,0.31,0.983333333,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,2.260714412,0.017319111,1.211326822,0.570884726,0.64,4.795745402,0.405733,0.91724644,-0.4,1.36,if_811,1,P-3m1,0.426561525,1.219411453,4.946432123,4.594969697,5.372993649,5.81438115,2,2,45,89,1,1
c2db-9845,HfSSe,Cu,2.537666667,1.233333333,25.54802054,96.505,133.3333333,7.623333333,131.6666667,2.143333333,8.979156667,24.635625,74,126.3333333,15.13,4,13.33333333,2.666666667,4,0,4.666666667,1.333333333,2.666666667,0,2,7.623333333,,,0.946666667,2.424,1.15,27.20880463,78.96,120,3.77,195,2.55,9.75239,25.92,89,118,16.42,2,16,0,10,0,0,2,4,0,2,3.77,1.9,0.15,0.67,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,1.85,1.35,11.82994193,63.546,132,6.15,118.4,1.9,7.72638,11.07,64,126,7.11,1,11,0,10,0,0,0,0,1,1,6.15,1.4,0.185,1.16,,2.2793944,0.025904257,1.240275295,0.583706871,0.8409,4.795745402,0.376733,0.85872309,-0.3,1.78,if_812,1,P3m1,0.68359345,1.511915339,4.979628016,4.616701437,5.663221466,6.128616777,2,2,45,88.5,1,1
